Unnamed: 0,Titulo_moderno,titulo_pal,titulo_lem,Manuscrito,Folios,Fragm?,Joint,Order in manuscript,Nombra autor,Comment
367-51,Die geliehenen Kleider,Ditz mere daz ist wie ein ritter / entnvmen kleider trvk gewer,diser mere daz sîn wie ein ritter / entnvmen kleit tragen gewer,Bodm72,,,,,,
367-52,Die zwei Herren,Ditz ist von zwein herren / die waren vil triven vnd eren,diser sîn von zwei herre / die waren vil triven und eren,Bodm72,,,,,,
367-67,Der Hort,Hie vant ein man grozen hort / daz mere ist hie gvt gehort,hie vinden ein man grôz hort / daz mere sîn hie guot hoeren,Bodm72,,,,,,
367-52,Der Kirchtag,Ditz mere ist wie ein Ritter reit vf einen kirchgank sider,diser mere sîn wie ein ritter reit ûf einen kirchgank sîther,Bodm72,,,,,,
367-54,Der Krämer,Ditz ist von einem kramere / ein vil schonez mere,diser sîn von ein krâmære / ein vil schoene mere,Bodm72,,,,,,
367-55,Die Eule und der Habicht,Ditz ist von einer velen ein mere / ze hoeren seltsene gere,diser sîn von ein vellen ein mere / zuo hoeren seltsæne gern,Bodm72,,,,,,
367-56,Der verflogene Falke,Hie ver vlovk sich ein valke vf den se daz er vil kveme quam wider me,hie ver vlovk sich ein valke ûf der sie daz er vil kveme komen wider me,Bodm72,,,,,,
367-93,Der Rabe mit den Pfauenfedern,Ditz ist des Raben mer / daz sagt vns der stricker,diser sîn der raben mêr / daz sagen wir der Strickære,Bodm72,,,,,True,
367-65,Der Hahn und die Perle,Ditz ist des hanen mere / daz lert vns der strickere,diser sîn der han mere / daz lêren wir der Strickære,Bodm72,,,,,True,
367-40,Der Schalk und die beiden Könige,Ditz ist eines schalkes mer / do von sagt vns der stricker,diser sîn eines schalc mêr / do von sagen wir der Strickære,Bodm72,,,,,True,
367-89,Der Ochse und die Maus,Ditz ist von einem ochsen her / den baiz ein mvos sagt der stricker,diser sîn von ein ohse her / der baiz ein müezen sagen der Strickære,Bodm72,,,,,True,
367-57,Das wilde Roß,Ditz ist von vnsteten wiben / die kvnnen vrevde vertriben,diser sîn von unstæte wîp / die kunnen vröude vertrîben,Bodm72,,,,,,
367-41,Die freigebige Königin,Ditz ist von einer milten kvneginne / got gebe vns die waren minne,diser sîn von ein milte küniginne / got geben wir die waren minne,Bodm72,,,,,,
367-42,Ehre und Seelenheil,,,Bodm72,,,TRUE,,,
367-43,Hase und Löwe,,,Bodm72,,,TRUE,,,
367-44,Der Hase,,,Bodm72,,,TRUE,,,
367-161,Frau Ehre und Frau Schande,Hie stritent mit ein ande vrow ere vnd die schande,hie strîten mit ein anden vrouwe ere und die schande,Bodm72,,,,,,
367-138,Der Wucherer,Hie leret vns der stricker / von einem wucherer,hie lêren wir der Strickære / von ein wuocherære,Bodm72,,,,,True,
367-84,Der nackte Bote,Hie gienc ein knecht vur vrowen nacket in ein stvben,hie gân ein kneht vur vrouwe nacket in ein stieben,Bodm72,,,,,,
367-85,Der nackte Ritter,Hie wart entnacket ein Ritter / daz saget vns der stricker,hie werden entnacten ein ritter / daz sagen wir der Strickære,Bodm72,,,,,,
367-59,Die Martinsnacht,Hie tranc ein gebower vber macht an sente martines nacht,hie tranc ein gebûr über macht an sente martines naht,Bodm72,,,,,,
367-95,Des Muses Lehre,Ditz ist von dem mvs ein mere / daz saget vns der strickere,diser sîn von der mûs ein mere / daz sagen wir der Strickære,Bodm72,,,,,True,
367-48,Der Wolf und die Gänse,Ditz ist von einem wolfe vnd von / den gensen ein hubsch mere,diser sîn von ein wolfe und von / der gans ein hövesch mere,Bodm72,,,,,,
367-49,Der Wolf und sein Sohn,Hie gaz ein wolf einen esel vur einen krebsz,hie ezzen ein wolf einen esel vur einen krebsz,Bodm72,,,,,,
367-70,Der Esel,Ditz ist von einem esel ein mer / daz leret vns der stricker,diser sîn von ein esel ein mer / daz lêren wir der Strickære,Bodm72,,,,,True,
367-7,Der Weidemann,Ditz ist von einem weideman / leret vns der stricker san,diser sîn von ein weideman / lêren wir der Strickære san,Bodm72,,,,,,
367-50,Der Wolf und der Bauer,Ditz ist von einem wolfe ein mer / Daz leret vns der stricker,diser sîn von ein wolfe ein mer / daz lêren wir der Strickære,Bodm72,,,,,True,
367-62,Der Waldschrat,Hie lert vns der stricker / von einem waltschretel ein mer,hie lêren wir der Strickære / von ein waltschretel ein mer,Bodm72,,,,,True,
367-63,Die beiden Zimmerleute,Ditz ist von zwein zimermannen / leret vns der stricker danne,diser sîn von zwei zimermannen / lêren wir der Strickære danne,Bodm72,,,,,,
,Frauenerziehung,Ditz ist von einem vbelen wibe / die selten gvt wart bi ir libe,diser sîn von ein übel wîp / die selten guot wart bî sie lîp,Bodm72,,,,,True,
,Das Gänslein,Ditz ist von dem Genselin / daz was ein schonez Jvncvrowelin,diser sîn von der gans / daz was ein schoene jvncvrowelin,Bodm72,,,,,,
,Herzmaere,Ditz ist von dem herzen / Do von liden zwei geliben smerzen,diser sîn von der herzen / do von liden zwei belîben smerzen,Bodm72,,Nur im Register (166rb),,,,
,Johann von Michelsberg,Ditz ist von dem von michelsperk / Der phlac ritterlicher werk,diser sîn von der von michelsperk / der phlegen rîterlich werc,Bodm72,,Nur im Register (166rb),,,,
,Barlaam und Josaphat,Hie hebt sich an / daz buoch von Barlaam,hie heben sich an / daz buoch von barlaam,cgm16,,,,,,
,,Hie hebent sich bispel an,hie heben sich bîspel an,cgm16,,,,,,
,Der Welt Lohn,Der welde lon,der werlt lon,cgm16,,,,,,
,Saint Thomas,Hie lebet tractat de sancto thoma,hie leben tractat de sanctus thoma,cgm16,,,,,,
,Frauenehre,Der frawen lob,der vrouwe lob,Aheld,,,,,,
,Moriz von Craun,Von künig Nero ainem Wüettrich der auch wie ein fraw Swanger wolt sein. Und sein Müeter aufschneiden liesse. Von seins fürbitz,von künic Nero ein wuotrîche der ouch wie ein vrouwe swanger wellen sein . und sein muoter aufschneiden lâzen . von er fürbitz,Aheld,,,,,,
,Iwein,Von künig Artus Hochzeit auch von seinem Recht. Desgleichen Hofgesind und geschafften als von Calogriant Chay herr Yban vnd anndern,von künic Artus hôchzît ouch von er reht . dergelîchen hofgesinde und geschaften als von calogriant chai herre iban und ander,Aheld,,,,,,
,Die Klage,Ein schöne Disputatz Von der Liebe so einer gegen einer schönen frawen gehabt vnd getan hat,ein schoene disputatz von der liebe sô ein gegen ein schoene vrouwe gehabt und tuon haben,Aheld,,,,,,
,Das Büchlein,Ein klag einer frawen so sy der lieb halb tuet,ein klag ein vrouwe sô si der lieb halbe tuon,Aheld,,,,,,
,Erec,Aber von künig Artus vns seinem Hofgesind auch Helden vnd handlungen Als von her Gabein khay Yrecken ein Mantls halben. So künig Artus hausfraw vnd ander frawen anlegen müesten dardurch man Ynnen ward Irer trer – Sunderlich von Erick vnd seiner hausfrawen ein tail ain schön lesen,aber von künic Artus wir er hofgesinde ouch helt und handelunge als von her gabein khai irecken ein mantls halben . sô künic Artus hûsvrouwe und ander vrouwe anlegen müezen dârdurch man inne werden sie trer – sunderlich von erick und seiner hûsvrouwe ein teil ein schoene lesen,Aheld,,,,,,
,Dietrichs Flucht,,,Aheld,,,,,,
,Rabenschlacht,Aber von dem Perner Vnnd künig Erennreich seinem vngetreuen Vettern,aber von der Verona und künic erennreich er vngetreuen vetere,Aheld,,,,,,
,Nibelungenlied,Ditz Puech Heysset Chrimhilt,diser buoch heizzen chrimhilt,Aheld,,,,,,
,Klage,Ditz puech haysset klagen,diser buoch heizzen klagen,Aheld,,,,,,
,Kudrum,Ditz puech ist von Chautrun,diser buoch sîn von chautrun,Aheld,,,,,,
,Biterolf und Dietlieb,Abentheur Von Petrolffe vnnd seinem Sun Dietlaibe,âventiure von petrolfe und er sun dietlaibe,Aheld,,,,,,
,Ortnit,König Ottnides Puech hebt sich an,künic otnides buoch heben sich an,Aheld,,,,,,
,Wolfdietrih,Das ist Wolfdiettrichs puech Er geporn ward Vnd die frauen nam ze weibe die Otnides was,daz sîn wolfdietrichs buoch er geporn werden und die vrouwe nam zuo wîp die otnides was,Aheld,,,,,,
,Die böse Frau,Das puech von dem Übeln weibe,daz buoch von der übel wîp,Aheld,,,,,,
,Die treue Gattin,Ditz püechel haysset die getrew kone,diser buoch heizzen die getriuwe kone,Aheld,,,,,,
,Der betrogene Gatte,Das püechel haysset der verkerte Wirt,daz buoch heizzen der verkêren wirt,Aheld,,,,,,
,Der nackte Kaiser,Das püechel ist von dem plossen kayser,daz buoch sîn von der blôz keiser,Aheld,,,,,,
,Die Katze,Ditz püechel ist von der katzen,diser buoch sîn von der katze,Aheld,,,,,,
,Frauenbuch,Ditz puech haysset der Ytwitz,diser buoch heizzen der itwitz,Aheld,,,,,,
,Helmbrecht,Das puech ist von dem Mayr Helmprechte,daz buoch sîn von der meier helmprechte,Aheld,,,,,,
,Pfaffe Amis,Hie hebt sich an Phaff Amis der cluoge vnnd der weyse man,hie heben sich an phaf amîs der kluoc und der weise man,Aheld,,,,,,
,Titurel,,,Aheld,,,,,,
,Priesterkönig Johannes,,,Aheld,,,,,,
,,Wie man … daz vindet,wie man ... daz vinden,Br02,,,,,,
,Alexius,,,Br02,,,,,,
,Der Bussard,Dis ist der busant,diser sîn der busant,Br02,,,,,,
,Der Ritter unter dem Zuber,Dis ist der ritter vnderm zuber,diser sîn der ritter underm zûber,Br02,,,,,,
,Liebeswerbung,Von eyme gewerbe / eins vnd einer,von ein gewerbe / eins und ein,Br02,,,,,,
,Die Königin von Frankreich,Dis ist der künig von frankrich,diser sîn der künic von frankrich,Br02,,,,,,
,Der Schüler zu Paris A,Dis ist der schuoler von paris,diser sîn der scholarius von paris,Br02,,,,,,
,Die Nachtigall A,Dis ist ein hübisch spruch von liebe,diser sîn ein hövesch spruch von liebe,Br02,,,,,,
,Von eime trunken buoben,Von eyme truncken buoben,von ein trinken buobe,Br02,,,,,,
,Willehalm von Orleans,Hie hebt sich an Herr Willehalm von Orleans gvte rede,hie heben sich an herre Willehalm von orleans guote rede,cpg4,,,,,,
,Der Gürtel,Disez Spruch ist der portt genant / Den Schönen leuten wol erkannt,diser spruch sîn der port nennen / der schoene liut wol erkennen,cpg4,,,,,,
,Die Graserin,Die rede uon ainer graseryn,die rede von ein graserinne,cpg4,,,,,,
,Der Schüler zu Paris A,So Sagt ditz nachgeschribne Rede von dem Studenten zuo Pareys vnd der Schönen junckfrawen. Daselbst wie ains durch das ander starbe vom grosser liebin wegen die sie zuo ain ander hetten,sô sagen diser nachgeschribne rede von der student zuo pareis und der schoene juncvrouwe . dârselp wie ains durch daz ander sterben vom grôz liebe wegen die sie zuo ein ander haben,cpg4,,,,,,
,Minner und Trinker,Hie Vacht Sich an der kriege des puolers vnd des Spilers gar ain aubentüreliche rede,hie vâhen sich an der kriege der puolers und der spilers gar ein aubentüreliche rede,cpg4,,,,,,
,Liebe und Schönheit,Gar ain Schöne rede uon der liebin vnd der Schonin wie sie kriegten mitt ain ander,gar ein schoene rede von der liebe und der schoene wie sie kriegen mit ein ander,cpg4,,,,,,
,Der Schwanritter,,,Fra1,,,,,,
,Cato,Hie hebet sich der katho,hie heben sich der katho,Fra1,,,,,,
,Laurin,Hie hebet sich der kleine rosen garte,hie heben sich der kleine rôse gerwen,Fra1,,,,,,
,Der Schüler zu Paris A,Hie hebet sich der scholer von parys,hie heben sich der schuolære von paris,Fra1,,,,,,
,Die zwei Maler,Hie beginnet der maler von wirtzeburg,hie beginnen der mâler von wirtzeburg,Fra1,,,,,,
,Rosengarten zu Worms,Hie hebet sich der grosze rosen garte von wormse vnd heizzet der grozze rosen garte,hie heben sich der grôz rôse gerwen von wormse und heizzen der grôz rôse gerwen,Fra1,,,,,,
,Die Jagd,,,W2931,,,,,,
,Der Sperber,Hie hebt sich an der ritter mit dem sperwer,hie heben sich an der ritter mit der sperwære,W2931,,,,,,
,,,,,,,,,,
,,,,,,,,,,
367-143,Der Opfertod Christi des Königs,,,Bodm155,,,,,,
367-79,Christus eine gebärende Frau,,,Bodm155,,,,,,
367-94,Der Sünder und der Einsiedler,,,Bodm155,,,,,,
367-98,Der ernsthafte König,,,Bodm155,,,,,,
367-149,Der wahre Freund,,,Bodm155,,,,,,
367-108,Der Pfaffen Leben,,,Bodm155,,,,,,
367-92,Der wunderbare Stein,,,Bodm155,,,,,,
367-137,Die beiden Königinnen,,,Bodm155,,,,,,
367-76,Des Königs alte Kleider,,,Bodm155,,,,,,
367-147,Die Busse des Sünders,,,Bodm155,,,,,,
367-122,Ein Beispiel Salomons,,,Bodm155,,,,,,
367-133,Die ewige Verdammnis,,,Bodm155,,,,,,
367-121,Drei Gott verhassten Dinge,,,Bodm155,,,,,,
367-133,Der Taugenichts,,,Bodm155,,,,,,
367-103,Der Marktdieb,Von den gesuchern,von der gesuchern,Bodm155,,,,,,
367-138,Der Wucherer,Von den wuecherern,von der wuecherern,Bodm155,,,,,,
367-45,Die Äffin und die Nuss,Von geistleichen lewten,von geistlich liut,Bodm155,,,,,,
367-134,Die Tochter und der Hund,,,Bodm155,,,,,,
367-151,Die irdenen Gefässe,,,Bodm155,,,,,,
367-129,Der eigensinnige Spötter,,,Bodm155,,,,,,
367-1,Der Salamander,,,Bodm155,,,,,,
367-107,Die törichten Pfaffen,Von den pischoefen,von der pischoefen,Bodm155,,,,,,
367-12,Die Messe,,,Bodm155,,,,,,
367-65,Der Hahn und die Perle,,,Bodm155,,,,,,
367-126,Der Richter und der Teufel,,,Bodm155,,,,,,
367-100,Die Äffin und ihre Kinder,,,Bodm155,,,,,,
367-75,Der blinde Dieb,Von eime blinden diebe,von ein blint diep,Bodm155,,,,,,
367-116,Die undankbaren Gäste,,,Bodm155,,,,,,
367-101,Der Hund und der Stein,,,Bodm155,,,,,,
367-102,Mahnung zu rechtzeitiger Busse,,,Bodm155,,,,,,
367-120,Der ungeratene Sohn,,,Bodm155,,,,,,
367-13,Processus Luciferi,Wie der teufel menschlich gesleht hat verraten,wie der tiuvel menschlich gesleht haben verrâten,Bodm155,,,,,,
367-14,Der Teufel und die Seele,Von den teufeln wie si di sel marternt,von der tiuvel wie si die sêle martern,Bodm155,,,,,,
367-132,Der gefangene Räuber,,,Bodm155,,,,,,
367-125,Das stinkende Haus,,,Bodm155,,,,,,
367-131,Die Spieler,,,Bodm155,,,,,,
367-164,Der König und sein Feind,,,Bodm155,,,,,,
367-134,Die Tochter und der Hund,,,Bodm155,,,,,,
367-151,Die irdenen Gefässe,,,Bodm155,,,,,,
367-164,Der König und sein Feind,,,Bodm155,,,,,,
367-141,Die sechs Teufelsscharen,,,Bodm155,,,,,,
367-124,Die Schlange ohne Gift,,,Bodm155,,,,,,
367-165,Der geprüfte Diener,,,Bodm155,,,,,,
367-106,Das entweihte Gotteshaus,Von der birbeie,von der birbeie,Bodm155,,,,,,
367-107,Die törichten Pfaffen,Von den pfaffen,von der pfafen,Bodm155,,,,,,
367-107,Die törichten Pfaffen,Von der mezze,von der mezzen,Bodm155,,,,,,
367-12,Die Messe,Von dem gelouben,von der gelouben,Bodm155,,,,,,
367-128,Die vier Evangelisten,Von den vier ewangelisten,von der vier evangelista,Bodm155,,,,,,
367-77,Predigtmärlein vom brüllenden Löwen,,,Bodm155,,,,,,
367-12,Die Messe,Von dez heilgeistes fliehern,von der heilgeistes fliehern,Bodm155,,,,,,
367-11,Vom heiligen Geist,Von dem heiligen geist,von der heilec geist,Bodm155,,,,,,
367-11,Vom heiligen Geist,Von siben gaben dez heilgeistes,von siben geben der heilgeistes,Bodm155,,,,,,
367-11,Vom heiligen Geist,Von der hochfart,von der hôchvart,Bodm155,,,,,,
367-12,Die Messe,,Part 6,Bodm155,,,,,,
367-135,Die sechs Versuchungen,Von dem pater noster,von der pater nos,Bodm155,,,,,,
367-119,Von bösen Frauen,Von den übeln wiben,von der übel wîp,Bodm155,,,,,,
367-114,Die feisten Jagdvögel,Von den herren,von der herre,Bodm155,,,,,,
367-102,Mahnung zu rechtzeitiger Busse,Von den di dez tiufels willen tuont,von der die der tiuvel wille tuon,Bodm155,,,,,,
367-105,Die Milch und die Fliegen,Von den boesen gedanken,von der boese gedanken,Bodm155,,,,,,
367-78,Vom Tode,Von dem tode,von der tôt,Bodm155,,,,,,
367-90,Der Knecht in Herrenkleidern,,,Bodm155,,,,,,
367-136,Der Gast und die Wirtin,,,Bodm155,,,,,,
367-150,Die zwei Märkte,,,Bodm155,,,,,,
,Barlaam und Josaphat  – Die drei Freunde,,,Bodm155,,TRUE,,,,
,Barlaam und Josaphat - Das Einhorn,,,Bodm155,,,,,,
367-81,Von der Hoffart,Von der hochfart,von der hôchvart,Bodm155,,,,,,
,Des Minners Klage,Das laber geiaid,daz laber geiaid,Cpg326,,,,,,
,Die Jagd,,,Cpg326,,,TRUE,,,
,Der minnenden Zwist und Versöhnung,,,Cpg326,,,,,,
,Die Jagd,,,Cpg326,,,,,,
,Willehalm von Orleans,Das ist die sag von Wilhalm von Orlentz und von seiner lieben Amalya,daz sîn die sagen von Willehalm von orlentz und von seiner lieben amalia,M270,,,,,,
,Legende des heiligen Wilhelm,Das ist nun sant Wilhalms leben von dem vil rainen lieben tegen,daz sîn nû sant wilhalms leben von der vil reine lieben degen,M270,,,,,,
,Lob der Frauen,Das ist Adams spruch,daz sîn Adam spruch,M270,,,,,,
,Die versuchte Treue,Wie ain fraw staet was,wie ein vrouwe stæte was,M270,,,,,,
,Die Heimkehr des gefangenen Geliebten,Ain ander vast guotter spruch,ein ander vaste guot spruch,M270,,,,,,
,Die Klage des Wolfs,Ain guot spruch von dem wolff,ein guot spruch von der wolf,M270,,,,,,
,Minneabenteuer,Das ist ain andre guote red,daz sîn ein ander guot red,M270,,,,,,
,Der Traum,Ain ander vast guoter spruch,ein ander vaste guot spruch,M270,,,,,,
,Von der Natur des Kindes,Ain spruch von der natur,ein spruch von der natura,M270,,,,,,
,Spruch von der Armut,Ain ander spruch von der armuot,ein ander spruch von der armuot,M270,,,,,,
,Spruch von der Pestilenz,Ain spruch von sant Sebastian und von unser lieben frawen und von der bestipentz,ein spruch von sant sebastian und von wir lieben vrouwe und von der bestipentz,M270,,,,,,
,Der Pfaffe in der Fischreuse,Ain ander guot spruch,ein ander guot spruch,M270,,,,,,
,Vom Prangen in der Roßhaut,Ain spruch von ainem ritter,ein spruch von ein ritter,M270,,,,,,
,Vom Eidschwören,Ain spruch von aid swerren,ein spruch von eit swerren,M270,,,,,,
,Junge Frau und alter Mann,Ain ander guot spruch,ein ander guot spruch,M270,,,,,,
,Liebe und Schönheit,Ain ander vast guoter spruch,ein ander vaste guot spruch,M270,,,,,,
,Des Labers Rat,Ain ander guoter spruch,ein ander guot spruch,M270,,,,,,
,Quodlibet,Ain ander guot spruch,ein ander guot spruch,M270,,,,,,
,Vom Pfennig,Ain ander guot spruch von dem pffening,ein ander guot spruch von der phenninc,M270,,,,,,
,Vom Pfennig,Ain ander guotz sprüchlin,ein ander guot spruch leinlin,M270,,,,,,
,Vom Pfennig,Ain ander guotz sprüchlin,ein ander guot spruch leinlin,M270,,,,,,
,Priamel,Ain ander sprüchlin,ein ander spruch leinlin,M270,,,,,,
,Der unentwegte Liebhaber,Ain anders sprüchlin,ein anders spruch leinlin,M270,,,,,,
,Priamel,Ain anders guotz spruechlin,ein anders guot spruch lein,M270,,,,,,
,Alten Weibes List,Ain ander spruch,ein ander spruch,M270,,,,,,
,Streit für und gegen die Minne,Ain ander guotter spruch,ein ander guot spruch,M270,,,,,,
,Des Labers Lehren,Ain ander guot spruch,ein ander guot spruch,M270,,,,,,
,Der Spalt in der Wand,Ain ander spruch,ein ander spruch,M270,,,,,,
,Klage einer jungen Frau,Ain ander guoter spruch,ein ander guot spruch,M270,,,,,,
,Der Widerteil,Ain ander spruch,ein ander spruch,M270,,,,,,
,Von treulosen Männern,Ain ander spruch,ein ander spruch,M270,,,,,,
,Die Beichte einer Frau,,,M270,,,,,,
,Die schöne Abenteuer,Die schön aübenteür,die schoene aübenteür,M270,,,,,,
,Der Knappe und die Frau,Ain ander spruch,ein ander spruch,M270,,,,,,
,Die verspotteten Liebhaber,Ain ander spruch,ein ander spruch,M270,,,,,,
,Die getrennten Minnenden,Ain ander spruch,ein ander spruch,M270,,,,,,
,Verschwiegene Liebe,Ain ander spruch,ein ander spruch,M270,,,,,,
,Ironische Minnelehre,Ain ander spruch,ein ander spruch,M270,,,,,,
,Herz und Leib,Ain ander spruch,ein ander spruch,M270,,,,,,
,Des Liebhabers Verabschiebung,Ain ander spruch,ein ander spruch,M270,,,,,,
,Der Landstricher im Freudenhaus,Ain spruch von ainem puoben,ein spruch von ein buobe,M270,,,,,,
,Die Leseprobe,Von den dry puoleren,von der drî puoleren,M270,,,,,,
,Die sechs Farben,,,M270,,,,,,
,Des Mädchens Klage,,,M270,,,,,,
,Der treue Liebhaber,Ein spruch von der junckfrawen,ein spruch von der juncvrouwe,M270,,,,,,
,Cato-Parodie,Der spruch von dem ungeratten sun,der spruch von der ungerâten sun,M270,,,,,,
,Aristoteleslehre,Das sin die rätt die Aristotoles chünig Allexander tett senden,daz sin die râten die aristotoles künic Alexander tuon senden,M270,,,,,,
,Priamel,Ain gutz spruechlin,ein guz spruechlin,M270,,,,,,
,Die Kupplerin,Ain ander guoter spruch,ein ander guot spruch,M270,,,,,,
,Totentanz,Das ist der toten tantz und ist das die erst predig,daz sîn der tôt tanz und sîn daz die erst bredigen,M270,,,,,,
,,Das ist das abc in dewtsch,daz sîn daz abc in diutsch,M270,,,,,,
,Traumbuch,Das ist das traümbuoch,daz sîn daz traümbuoch,M270,,,,,,
,,Das sint die spruch von tron,daz sint die spruch von trôn,M270,,,,,,
,Der nächste Weg zum Himmel,Das ist der näst weg gen himel,daz sîn der näst weg gen himel,M270,,,,,,
,Priamel,Das sint des Sulczers spruch,daz sint der sulczers spruch,M270,,,,,,
,,,,M270,,,,,,
,Warnung vor weltlichen Freuden zwischen Ostern und Pfingsten,Ain spruch von den meden,ein spruch von der Media,M270,,,,,,
,Klage über die falsche Minne,Ain spruch von der walschait der welt,ein spruch von der walschait der welt,M270,,,,,,
,Von der Welt Lauf,Ain spruch von der welt lauff,ein spruch von der welt louf,M270,,,,,,
,Spruch vom Dreck,Ain spruch von dem dreck,ein spruch von der drec,M270,,,,,,
,Bettgespräch,Ain spruch von ainem mann und von seiner frawen,ein spruch von ein mann und von seiner vrouwe,M270,,,,,,
,Von der Unstetigkeit der Frauen,,,M270,,,,,,
,Vom Teufel und seinen drei Töchtern,,,M270,,,,,,
,Liebesbrief Parodie,Das ist der puolenprieff,daz sîn der puolenprief,M270,,,,,,
,Traumbuch,Das ist das traumpuoch,daz sîn daz traumpuoch,M270,,,,,,
,Bescheidenheit,Das sint des Frydanks spruch weltlichen hwpsch,daz sint der fridanks spruch werltlich hwpsch,M270,,,,,,
,Das goldene Jahr,,,cgm379,,,,,,
,Von den 10 Geboten,,,cgm379,,,,,,
,De curia romana,,,cgm379,,,,,,
,Minneabenteuer,Ein guote red,ein guot red,cgm379,,,,,,
,Der Traum. Ein gütte red oder spruch,Der traum,der traum,cgm379,,,,,,
,Der Pfaffe in der Fischreuse,,,cgm379,,,,,,
,Vom Prangen in der Roßhaut,De milite,de milite,cgm379,,,,,,latein
,Junge Frau und alter Mann,Das ist ain spruch von ainem alten man,daz sîn ein spruch von ein alt man,cgm379,,,,,,
,Liebe und Schönheit,Sequitur alter,sequi alt,cgm379,,,,,,latein
,Des Labers Rat,Sequitur alter sermo,sequi alter sermo,cgm379,,,,,,latein
,Quodlibet,Bonus sermo de diversis,bonus sermo de diversis,cgm379,,,,,,latein
,Der unentwegte Liebhaber,Sequitur ulterius,sequi ulterius,cgm379,,,,,,latein
,Alten Weibes List,Von ainem korherrn von Wyrczburg,von ein korherrn von wirczburg,cgm379,,,,,,
,Streit für und gegen die Minne,Sequitur ulterius,sequi ulterius,cgm379,,,,,,latein
,Des Labers Lehren,Sequitur de paupertate,sequi de pauper,cgm379,,,,,,
,Der Spalt in der Wand,Sequitur ulterius,sequi ulterius,cgm379,,,,,,
,Klage einer jungen Frau,,,cgm379,,,,,,
,Der Widerteil,Sequitur ulterius,sequi ulterius,cgm379,,,,,,
,Von treulosen Männern,Sequitur ulterius,sequi ulterius,cgm379,,,,,,
,Lob der guten Fut,Sequitur ulterius,sequi ulterius,cgm379,,,,,,
,Die Beichte einer Frau,Sequitur ulterius,sequi ulterius,cgm379,,,,,,
,Contra feminas,Audite alphabetica cantica sophistica,audire alphabetica cantus sophistica,cgm379,,,,,,latein
,Geistliches ABC,Sequitur alphabetum thewtunicum,sequi alphabetum thewtunicum,cgm379,,,,,,latein
,Liebesbrief Parodie,,,cgm379,,,,,,
,Die Klage des Wolfs,Ein spruch von dem wolf,ein spruch von der wolf,cgm379,,,,,,
,Guldin Rei,,,cgm379,,,,,,
,Minnelehre,Der mynne kint,der minne kint,cpg313,,,,,,
,Kloster der Minne,,,cpg313,,,,,,
,Der Spiegel,,,cpg313,,,,,,
,Das Schleiertüchlein,Das leigertuchlin,daz leigertuchlin,cpg313,,,,,,
,Das alte Schwert,,,cpg313,,,,,,
,Der Kittel,,,cpg313,,,,,,
,Der tugenden Schatz,,,cpg313,,,,,,
,Der Spiegel,,,cpg313,,,,,,
,Von treulosen Männern,,,cpg313,,,,,,
,Die Nacht in der Feldscheune,,,cpg313,,,,,,
,Der Traum,,,cpg313,,,,,,
,Frau Ehrenkranz,,,cpg313,,,,,,
,Ein Traum von Liebesglück,,,cpg313,,,,,,
,Der schlaflose Minner,,,cpg313,,,,,,
,Das Wesen der Minne,,,cpg313,,,,,,
,Schule der Minne,,,cpg313,,,,,,
,Die zehn Schwestern,,,cpg313,,,,,,
,Segen der fernen Geliebten,,,cpg313,,,,,,
,Der unentwegte Liebhaber,,,cpg313,,,,,,
,Der minne Klaffer,,,cpg313,,,,,,
,Der Spalt in der Wand,,,cpg313,,,,,,
,Klage eines Liebenden,,,cpg313,,,,,,
,Klage um eine edle Herzogin,,,cpg313,,,,,,
,Liebesklage einer Frau,,,cpg313,,,,,,
,Der Minner und der Kriegsmann,,,cpg313,,,,,,
,Die Minne und die Ehre,,,cpg313,,,,,,
,Der Knappe und die Frau,,,cpg313,,,,,,
,Beständigkeit und Wankelmut,,,cpg313,,,,,,
,Die Minne vor Gericht,,,cpg313,,,,,,
,Ritter oder Knecht,,,cpg313,,,,,,
,Beteuerung ewiger Treue,,,cpg313,,,,,,
,Belauschtes Liebesgespräch,,,cpg313,,,,,,
,Der unentwegte Liebhaber,Ein spruch von der mynn,ein spruch von der minnen,cpg313,,,,,,
,Lob der beständigen Frauen,,,cpg313,,,,,,
,Lob der Jungfrau Maria,,,cpg313,,,,,,
,Klage eines Liebenden II,,,cpg313,,,,,,
,Klage eines Liebenden III,,,cpg313,,,,,,
,Werbung des Freundes,,,cpg313,,,,,,
,Schloss immer,,,cpg313,,,,,,
,Streitgespräch zweier Frauen über die Minne,,,cpg313,,,,,,
,Die blaue Rede,,,cpg313,,,,,,
,Der Liebende vor Frau Ehre,,,cpg313,,,,,,
,Der Frau Venus neue Ordnung,,,cpg313,,,,,,
,Das Wesen der Minne II,,,cpg313,,,,,,
,Die Beständige und die Wankelmütige,,,cpg313,,,,,,
,Die Hundsfliegen,,,cpg313,,,,,,
,Der minne Gericht,,,cpg313,,,,,,
,Das nackte Bild,,,cpg313,,,,,,
,Das Zauberkraut,,,cpg313,,,,,,
,Die Grasmetze,,,cpg313,,,,,,
,Der Krautgarten,,,cpg313,,,,,,
,Die Beichte einer Frau,,,cpg313,,,,,,
,Frau Ehrenkranz,,,cpg313,,,,,,
,Liebesgespräch II,,,cpg313,,,,,,
,Der Thron der Ehre,,,cpg313,,,,,,
,Die Unminne,,,cpg313,,,,,,
